response_id,policy_id,insured_id,question_id,question_text,response_text,response_quality_label
QR-88030,POL-2020803,INS-10803,Q01,Describe your incident response plan and last test date.,We have an incident response plan that was last reviewed in July 2024. The plan covers major incident types. Tabletop exercises are conducted annually. We do not currently have an external IR retainer but have relationships with two firms.,medium
QR-88031,POL-2020803,INS-10803,Q02,Describe your third-party vendor risk management program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-88032,POL-2020803,INS-10803,Q03,Describe your data backup strategy and recovery testing cadence.,Production systems are backed up nightly. Backups are stored in a separate region. We perform restoration testing approximately twice per year on select systems. Documented RTO targets exist for most tier-1 applications.,medium
QR-88033,POL-2020803,INS-10803,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for approximately 85% of users. Administrative accounts require MFA. Some legacy applications do not yet support MFA and are being remediated as part of our 2024 roadmap.,medium
QR-88034,POL-2020803,INS-10803,Q05,Describe your endpoint detection and response (EDR) deployment.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-88035,POL-2020803,INS-10803,Q06,Describe your patch management process and timelines for critical patches.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-88036,POL-2020803,INS-10803,Q07,Describe network segmentation between corporate and production environments.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-88037,POL-2020803,INS-10803,Q08,Describe your security awareness training program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-88038,POL-2020803,INS-10803,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-88039,POL-2020803,INS-10803,Q10,Describe your business continuity plan for ransomware scenarios.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-88040,POL-2020804,INS-10804,Q01,Describe your incident response plan and last test date.,"We maintain a formal incident response plan aligned with NIST SP 800-61. The plan was last tested via tabletop exercise on May 2020 with executive participation. We engage an external IR retainer with a 4-hour SLA. Playbooks exist for ransomware, BEC, and insider threat scenarios.",high
QR-88041,POL-2020804,INS-10804,Q02,Describe your third-party vendor risk management program.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-88042,POL-2020804,INS-10804,Q03,Describe your data backup strategy and recovery testing cadence.,All production systems are backed up daily with immutable storage in a separate cloud account. Backups are encrypted with customer-managed keys. We test full restoration of tier-1 systems quarterly; last test completed September 2019 with RTO of 8 hours achieved.,high
QR-88043,POL-2020804,INS-10804,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is enforced for 100% of users via FIDO2 keys or authenticator apps. Privileged access requires hardware tokens. SaaS applications are integrated via SSO with conditional access policies. Service accounts use certificate-based authentication.,high
QR-88044,POL-2020804,INS-10804,Q05,Describe your endpoint detection and response (EDR) deployment.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-88045,POL-2020804,INS-10804,Q06,Describe your patch management process and timelines for critical patches.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-88046,POL-2020804,INS-10804,Q07,Describe network segmentation between corporate and production environments.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-88047,POL-2020804,INS-10804,Q08,Describe your security awareness training program.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-88048,POL-2020804,INS-10804,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-88049,POL-2020804,INS-10804,Q10,Describe your business continuity plan for ransomware scenarios.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-88050,POL-2020805,INS-10805,Q01,Describe your incident response plan and last test date.,"We maintain a formal incident response plan aligned with NIST SP 800-61. The plan was last tested via tabletop exercise on March 2022 with executive participation. We engage an external IR retainer with a 4-hour SLA. Playbooks exist for ransomware, BEC, and insider threat scenarios.",high
